regiao,estado,municipio,codigo_mun,capital,porte,populacao,area,densidade_dem,pib,pib_pc,participacao_transf_receita,servidores,comissionados,comissionados_por_servidor,perc_pop_econ_ativa,taxa_empreendedorismo,anos_estudo_empreendedor,jornada_trabalho,gasto_pc_saude,hab_p_medico,exp_vida,gasto_pc_educacao,exp_anos_estudo,nota_ciencias,nota_humanas,nota_linguagem,nota_mat,nota_redacao,idhm,ranking_igm,indice_governanca
CENTRO-OESTE,MT,PLANALTO DA SERRA,5106455,0,Pequeno porte 1,"2,620","2,455.43",1.1,50114.13,18678.4,92.0,150.0,17.0,11%,0.8,0.17,5.2026948039875185,44.623881045284904,858.17,,73.8,997.76,10.03,485.39230769230767,546.6846153846153,506.6923076923077,493.0153846153847,566.1538461538463,0.508,,
CENTRO-OESTE,MT,FELIZ NATAL,5103700,0,Pequeno porte 1,"13,127","11,462.46",1,256605.1,21228.09,80.0,394.0,39.0,10%,1.0,0.24,6.051272779460138,43.817684308810904,514.66,3110.0,74.13,638.18,8.95,475.9506849315069,510.9698630136988,497.7138888888892,469.57638888888886,479.16666666666674,0.594,,
CENTRO-OESTE,MT,TESOURO,5108105,0,Pequeno porte 1,"3,666","4,188.09",0.8,93661.49,26898.76,91.0,89.0,34.0,38%,0.82,0.11,6.618466329855,49.112178962640286,686.93,1749.0,72.44,573.73,8.43,442.89285714285705,473.95714285714286,466.88571428571424,472.53571428571433,447.1428571428572,0.506,,
CENTRO-OESTE,MT,DENISE,5103452,0,Pequeno porte 1,"9,040","1,307.19",6.5,390304.74,44272.32,71.0,186.0,30.0,16%,0.96,0.14,6.250405024341531,39.8572784051673,441.89,4448.5,73.09,495.29,8.21,430.9082191780822,490.9054794520549,475.2410958904112,439.5356164383561,469.8630136986301,0.573,,
CENTRO-OESTE,MT,ALTO PARAGUAI,5100508,0,Pequeno porte 1,"10,814","1,846.30",5.5,73087.22,6976.63,81.0,252.0,50.0,20%,0.7,0.24,5.92097339571609,40.822069725655204,345.98,2648.0,72.01,442.67,8.96,421.68571428571437,491.18571428571437,469.0228571428572,452.21142857142854,473.71428571428567,0.465,,
CENTRO-OESTE,MT,NORTELANDIA,5106000,0,Pequeno porte 1,"5,971","1,348.88",4.8,88364.64,14231.7,79.0,158.0,14.0,9%,0.97,0.24,7.20214543637857,45.1143260214621,483.37,1225.6,72.56,538.78,9.44,446.91875,497.62499999999983,490.1844444444445,459.5111111111111,492.4444444444445,0.618,,
CENTRO-OESTE,MT,COLNIZA,5103254,0,Pequeno porte 2,"34,885","27,946.10",0.9,292302.41,9475.57,83.0,455.0,102.0,22%,1.04,0.36,5.04354697392092,42.933275766204,337.64,2930.0,73.87,556.32,6.83,437.5232323232323,481.85050505050486,467.66222222222234,446.06,421.5555555555555,0.401,,
CENTRO-OESTE,MT,NOVA MARINGA,5108907,0,Pequeno porte 1,"7,975","11,557.30",0.6,307673.86,42014.73,85.0,254.0,20.0,8%,1.02,0.22,6.60281026169271,47.846402059412405,645.7,,73.88,741.22,8.94,468.33191489361707,514.1702127659574,496.41428571428565,444.9122448979593,499.59183673469386,0.525,,
CENTRO-OESTE,MT,JAURU,5105002,0,Pequeno porte 1,"9,003","1,301.89",8,142854.32,14684.86,79.0,281.0,61.0,22%,0.74,0.44,5.24381607738185,43.3829634522264,625.42,3160.66666666667,73.7,663.68,8.63,454.624,503.12666666666667,502.7671232876712,446.4465753424658,480.2739726027397,,,
CENTRO-OESTE,MT,NOVA BANDEIRANTES,5106158,0,Pequeno porte 1,"14,106","9,606.26",1.2,155678.55,12025.22,90.0,300.0,20.0,7%,0.85,0.38,5.3428376171964,42.9326633065642,370.42,,75.51,629.92,8.23,465.65972222222234,502.4958333333333,491.4315068493152,475.7164383561644,455.3424657534247,0.494,,
CENTRO-OESTE,MT,VILA RICA,5108600,0,Pequeno porte 2,"24,392","7,431.09",2.9,349747.6,15213.03,72.0,431.0,61.0,14%,0.99,0.3,6.37446915555558,43.7241390549603,385.98,3911.5,74.74,482.54,8.92,465.09411764705885,502.52117647058816,500.01625,474.87125,460.25,0.585,,
CENTRO-OESTE,MT,JANGADA,5104906,0,Pequeno porte 1,"7,961","1,018.49",7.6,216893.74,27626.26,89.0,163.0,39.0,24%,0.62,0.24,5.76246389507009,42.7619403561079,454.51,2629.66666666667,73.28,388.16,9.11,437.2477272727273,473.9363636363637,469.0149425287357,436.62298850574723,475.86206896551727,0.446,,
CENTRO-OESTE,MT,GLORIA D'OESTE,5103957,0,Pequeno porte 1,"2,986",853.84,3.7,54304.89,17677.37,84.0,157.0,4.0,3%,0.93,0.28,5.91347283193789,43.655721509212,664.73,1015.66666666667,74.4,787.08,10.63,448.1807692307692,514.7153846153846,488.6269230769232,456.2884615384616,490.0,0.637,,
CENTRO-OESTE,MT,PONTE BRANCA,5106703,0,Pequeno porte 1,"1,588",685.99,2.6,21835.6,13005.12,,55.0,26.0,47%,0.91,0.21,6.569479431888981,44.81334907257961,,,73.37,,11.36,442.25999999999993,427.86,420.0666666666667,415.22222222222223,337.77777777777777,0.58,,
CENTRO-OESTE,MT,RIBEIRAOZINHO,5107198,0,Pequeno porte 1,"2,306",625.58,3.5,62091.62,27486.33,,184.0,18.0,10%,1.03,0.24,7.18699399964822,46.6426448474123,,1137.5,73.12,,9.72,437.0,489.63000000000005,480.0344827586208,441.6517241379311,496.5517241379312,0.594,,
CENTRO-OESTE,MT,RIO BRANCO,5107206,0,Pequeno porte 1,"5,028",562.84,9,54411.8,10746.95,78.0,208.0,20.0,10%,1.0,0.27,6.524001624441,37.7253167238446,642.98,2527.0,73.99,739.28,9.59,462.8285714285715,507.0928571428572,500.0962962962963,460.2703703703704,514.074074074074,0.63,,
CENTRO-OESTE,MT,ARAGUAINHA,5101209,0,Pequeno porte 1,953,687.97,1.6,13940.47,13613.74,95.0,173.0,29.0,17%,0.96,0.1,6.437626858467821,37.87641339992211,1726.54,,75.61,1625.97,10.83,445.11666666666673,481.53333333333336,490.66666666666674,433.88333333333327,376.66666666666674,0.616,,
CENTRO-OESTE,MT,NOVA XAVANTINA,5106257,0,Pequeno porte 2,"20,519","5,544.75",3.5,352571.4,17503.42,83.0,500.0,25.0,5%,1.03,0.27,6.84786452615,44.9730994462103,137.2,,73.0,168.91,9.78,459.7353535353538,511.38030303030297,496.07091836734713,464.19489795918366,498.6734693877551,0.623,,
CENTRO-OESTE,MT,COCALINHO,5103106,0,Pequeno porte 1,"5,533","16,530.65",0.3,98227.88,17778.8,,289.0,35.0,12%,1.04,0.19,7.81011038306461,50.448075708216,,,73.4,,7.74,426.4666666666668,454.0733333333334,462.64,440.76666666666665,465.33333333333326,0.518,,
CENTRO-OESTE,MT,PARANATINGA,5106307,0,Pequeno porte 2,"21,317","24,166.08",0.8,642281.82,31510.66,77.0,479.0,43.0,9%,0.91,0.22,6.321392867883708,46.1018646513569,546.57,2957.57142857143,74.18,590.94,7.91,458.5214814814814,497.8377777777777,496.4582677165355,460.33543307086615,468.1889763779528,0.535,,
CENTRO-OESTE,MT,NOVO SAO JOAQUIM,5106281,0,Pequeno porte 1,"5,200","5,035.15",1.2,295145.45,52601.22,,240.0,59.0,25%,0.94,0.3,4.96150885430914,46.32306127526221,,2732.5,74.14,,8.46,460.88,508.67333333333335,474.9655172413792,465.0724137931034,458.6206896551725,0.4920000000000001,,
CENTRO-OESTE,MT,PORTO ALEGRE DO NORTE,5106778,0,Pequeno porte 1,"11,837","3,972.25",2.7,129566.87,11429.68,,185.0,37.0,20%,0.93,0.23,6.40776831006692,39.2727590011067,,2301.6,73.15,,8.47,452.3,486.5277777777779,487.9972222222222,421.5944444444445,424.4444444444445,0.5489999999999999,,
CENTRO-OESTE,MT,ALTO BOA VISTA,5100359,0,Pequeno porte 1,"6,308","2,240.45",2.3,60511.75,10416.9,89.0,263.0,12.0,5%,0.82,0.24,7.05478932134271,44.825401025068,609.94,2990.0,73.2,668.68,8.17,428.2702127659574,472.27446808510626,466.9489361702128,438.07234042553205,434.8936170212766,0.496,,
CENTRO-OESTE,MT,RIBEIRAO CASCALHEIRA,5107180,0,Pequeno porte 1,"9,681","11,354.81",0.8,204661.52,21968.82,,145.0,18.0,12%,0.95,0.23,6.62957069331825,43.0813143515656,,,74.86,,7.9,455.89999999999986,510.76046511627885,500.7744186046512,478.78604651162783,529.7674418604652,0.542,,
CENTRO-OESTE,MT,BARAO DE MELGACO,5101605,0,Pequeno porte 1,"7,886","11,174.50",0.7,64597.05,8538.94,84.0,196.0,14.0,7%,0.67,0.38,3.43529537245255,43.68227988557611,404.29,2515.0,74.2,401.64,6.93,431.728125,484.35312500000015,477.874193548387,431.14838709677423,463.8709677419355,0.375,,
CENTRO-OESTE,MT,NOVA NAZARE,5106174,0,Pequeno porte 1,"3,574","4,037.50",0.8,36669.23,11051.61,90.0,127.0,24.0,19%,0.7,0.25,6.35842288466054,36.677929891575204,678.62,1703.0,72.6,1285.34,5.81,448.58181818181816,487.81818181818176,466.9363636363637,492.61818181818194,460.0,0.363,,
CENTRO-OESTE,MT,ACORIZAL,5100102,0,Pequeno porte 1,"5,301",846.36,6.6,42984.61,7914.68,,109.0,48.0,44%,0.67,0.3,4.13466958582457,36.457721434102396,,,73.98,,6.99,434.52000000000015,477.64909090909083,467.2472727272726,440.84181818181816,498.54545454545456,,,
CENTRO-OESTE,MT,BOM JESUS DO ARAGUAIA,5101852,0,Pequeno porte 1,"6,144","4,274.21",1.2,179656.7,31212.07,,189.0,15.0,8%,0.97,0.37,5.559380769013469,40.770392086650894,,1963.0,72.02,,7.32,432.065,481.56000000000006,496.59,427.19,446.0,,,
NORTE,PA,CURIONOPOLIS,1502772,0,Pequeno porte 1,"17,578","2,369.10",7.7,224380.58,12477.37,79.0,580.0,75.0,13%,0.71,0.26,5.65195192506945,41.720904588163705,548.6,1049.64705882353,73.53,1067.84,9.43,445.1951923076923,496.67500000000007,487.3769230769232,450.7509615384615,457.6923076923077,0.461,,
NORTE,PA,OUREM,1505403,0,Pequeno porte 1,"17,237",562.39,29,159278.3,9450.47,85.0,577.0,7.0,1%,0.7,0.39,5.2834643722733485,40.43349854491971,437.32,1544.18181818182,68.63,865.11,8.43,453.4511235955053,488.64662921348327,480.1196629213485,438.12696629213485,488.08988764044943,,,
NORTE,PA,JACAREACANGA,1503754,0,Pequeno porte 2,41.487(1),"53,304.21",0.3,109054.92,9556.16,58.0,1059.0,102.0,10%,0.73,0.35,3.18304823851052,35.483113511859,302.35,6914.5,73.0,693.59,5.91,436.54166666666674,479.9541666666668,473.1416666666667,432.97083333333336,450.0,0.14800000000000002,,
NORTE,PA,SANTA MARIA DAS BARREIRAS,1506583,0,Pequeno porte 2,"20,396","10,330.21",1.7,193282.75,10208.24,85.0,339.0,73.0,22%,0.7,0.32,4.4539453123232,41.020063024589,413.06,1943.7,72.0,992.47,7.36,445.3151515151517,473.88484848484876,465.00625,441.50625,431.875,0.241,,
NORTE,PA,ABEL FIGUEIREDO,1500131,0,Pequeno porte 1,"7,179",614.13,11,57037.94,8133.17,85.0,278.0,49.0,18%,0.82,0.22,5.76161688099579,47.6682507430903,460.67,1414.0,73.0,935.55,8.51,432.6690476190477,480.39047619047614,480.1690476190474,444.02857142857147,474.28571428571433,0.4270000000000001,,
NORTE,PA,PRIMAVERA,1506104,0,Pequeno porte 1,"10,510",258.6,39.7,69605.07,6672.27,69.0,320.0,25.0,8%,0.85,0.35,5.12109873027396,40.928169022522894,438.46,1743.0,71.3,792.95,7.62,461.6934426229511,511.3754098360655,482.72459016393464,447.2868852459017,482.2950819672132,0.32,,
NORTE,PA,JURUTI,1503903,0,Médio porte,"55,179","8,305.13",5.7,880636.27,17105.38,87.0,1742.0,154.0,9%,0.74,0.34,5.45249388802739,35.21061144392571,316.68,10551.0,70.35,961.56,9.03,451.2993174061439,492.1211604095562,473.46550522648107,439.4752613240418,480.13937282229966,0.35600000000000004,,
NORTE,PA,FLORESTA DO ARAGUAIA,1503044,0,Pequeno porte 1,"19,508","3,444.29",5.2,396306.82,21146.51,88.0,626.0,41.0,7%,0.79,0.33,4.630964659761808,41.4782709612843,381.14,3801.0,72.52,924.01,7.98,437.72777777777776,491.55277777777764,485.13428571428574,451.4814285714286,456.28571428571433,0.334,,
NORTE,PA,TERRA SANTA,1507979,0,Pequeno porte 1,"18,105","1,896.51",8.9,273211.59,15511.05,94.0,631.0,39.0,6%,0.8,0.34,6.38528260229222,42.01133788155529,382.63,2540.42857142857,70.76,844.77,9.33,441.3447619047618,481.9980952380954,468.5245098039215,431.04411764705884,501.1764705882353,0.458,,
NORTE,PA,VISEU,1508308,0,Médio porte,"59,401","4,915.07",11.5,428632.97,7349.3,94.0,1573.0,115.0,7%,0.57,0.39,3.98580049851745,36.0404475713226,267.83,5869.4,71.57,1208.03,6.97,444.2884615384616,486.47538461538454,471.1689922480621,428.03720930232566,461.7054263565892,0.172,,
NORTE,PA,ITUPIRANGA,1503705,0,Médio porte,"51,806","7,880.11",6.5,388000.4,7503.25,90.0,953.0,62.0,7%,0.71,0.32,4.45042395287448,37.5242081266274,290.87,3043.70588235294,69.73,896.62,7.08,445.8978991596636,492.90672268907593,480.50502092050203,436.969037656904,446.44351464435135,0.203,,
NORTE,PA,FARO,1503002,0,Pequeno porte 1,"7,168","11,770.63",0.7,54449.39,7089.76,95.0,560.0,51.0,9%,0.64,0.23,4.63810592527296,40.703550901184286,584.08,1876.0,70.35,972.11,8.1,458.0883720930234,513.9279069767441,498.4634146341464,449.9463414634147,555.1219512195122,0.28600000000000003,,
NORTE,PA,ALMEIRIM,1500503,0,Pequeno porte 2,"33,282","72,954.80",0.5,439893.69,13106.9,93.0,1645.0,127.0,8%,0.85,0.34,5.44745340479825,40.9414788721879,525.82,1239.48148148148,73.55,1209.47,8.61,460.08653061224487,511.08816326530615,492.4934693877552,457.56979591836745,506.1224489795918,0.475,,
NORTE,PA,NOVO PROGRESSO,1505031,0,Pequeno porte 2,"25,102","38,162.12",0.7,351264.29,13937.4,85.0,588.0,76.0,13%,1.06,0.34,6.01765080472791,45.4854307014256,501.06,2516.9,74.66,881.93,8.52,464.4277372262773,518.8810218978102,505.80629921259873,485.19291338582696,508.42519685039366,0.5489999999999999,,
NORTE,PA,PICARRA,1505635,0,Pequeno porte 1,"12,653","3,312.71",3.8,137253.16,10790.34,89.0,244.0,42.0,17%,0.78,0.3,4.36950693832052,40.9758004208671,390.81,1587.125,72.54,1022.26,7.81,454.45576923076925,503.32307692307677,473.67307692307685,452.30192307692323,491.92307692307685,,,
NORTE,PA,ANAPU,1500859,0,Pequeno porte 2,"26,271","11,895.27",1.7,204847.54,8676.67,85.0,492.0,38.0,8%,0.94,0.26,4.3445026502427,39.1310695024001,351.43,4087.5,72.25,1030.1,7.63,442.05321100917433,486.11467889908266,474.7824074074073,431.5453703703704,445.7407407407408,0.251,,
NORTE,PA,CONCEICAO DO ARAGUAIA,1502707,0,Pequeno porte 2,"46,485","5,829.48",7.8,446661.47,9666.74,88.0,818.0,85.0,10%,0.87,0.29,6.43328503714332,41.0805516731014,429.79,1187.23076923077,71.2,583.04,9.31,453.4788867562377,496.27063339731313,482.2423892100196,445.47321772639685,456.9942196531792,0.47,,
NORTE,PA,MEDICILANDIA,1504455,0,Pequeno porte 2,"30,315","8,272.63",3.3,324271.86,11186.8,92.0,709.0,50.0,7%,0.86,0.44,4.27524626429355,37.6412424400582,297.74,4206.28571428571,72.99,663.06,7.81,439.5808080808081,498.88585858585856,485.8625000000001,454.6468749999999,473.33333333333326,0.332,,
NORTE,PA,SANTA ISABEL DO PARA,1506500,0,Médio porte,"67,686",717.66,82.9,543225.22,8491.48,91.0,1870.0,74.0,4%,0.84,0.32,6.63351962562051,42.149456772080796,267.26,2416.7037037037,72.87,668.41,9.38,466.09242902208223,517.1384858044169,498.0445686900957,450.5506389776358,516.8690095846646,0.516,,
NORTE,PA,NOVA IPIXUNA,1504976,0,Pequeno porte 1,"16,032","1,564.18",9.4,107537.37,6972.98,94.0,311.0,33.0,11%,0.84,0.32,4.70047313165612,39.553223104615,368.08,2605.33333333333,70.98,851.67,7.73,446.6830985915492,490.5971830985916,482.47428571428566,443.19571428571436,455.4285714285714,,,
NORTE,PA,PONTA DE PEDRAS,1505700,0,Pequeno porte 2,"29,700","3,363.75",7.7,150924.29,5385.34,90.0,793.0,16.0,2%,0.72,0.42,4.447895674150219,35.786191394215,259.31,3177.88888888889,71.38,776.23,7.17,449.886384976526,487.2474178403759,473.6223809523812,436.1904761904764,447.80952380952385,0.284,,
NORTE,PA,RONDON DO PARA,1506187,0,Médio porte,"50,460","8,246.39",5.7,407410.41,8321.46,82.0,1317.0,96.0,7%,0.84,0.24,5.59482892465667,46.271018760181896,317.07,4947.6,72.29,634.33,8.15,448.66964285714266,499.8492857142859,487.8691756272403,455.8792114695341,472.258064516129,0.379,,
NORTE,PA,SANTANA DO ARAGUAIA,1506708,0,Médio porte,"68,934","11,591.49",4.8,506611.04,8037.49,91.0,1040.0,29.0,3%,0.9,0.24,5.23114215899747,36.48747916442429,226.51,6506.2,71.43,410.57,8.19,438.0637168141592,489.820353982301,478.1242990654208,453.3560747663552,453.0841121495327,0.379,,
NORTE,PA,SOURE,1507904,0,Pequeno porte 2,"24,488","3,517.32",6.5,135384.18,5673.87,87.0,453.0,92.0,20%,0.76,0.35,6.0939232527723215,43.0776187571528,315.69,2407.6,70.57,568.51,8.68,456.0486486486486,492.0616216216216,477.83901098901083,435.1461538461539,500.6593406593407,0.411,,
NORTE,PA,JACUNDA,1503804,0,Médio porte,"56,781","2,008.32",25.6,380099.27,6990.2,92.0,1210.0,148.0,12%,0.85,0.27,5.435117515941322,42.8487905210039,120.32,,70.14,565.08,8.09,446.7828220858895,502.3177914110428,488.86718750000017,445.49343749999963,477.0,0.4270000000000001,,
NORTE,PA,BENEVIDES,1501501,0,Médio porte,"59,836",187.83,275,945649.88,16852.9,88.0,275.0,280.0,102%,0.88,0.28,7.13268042363849,38.5928470196258,308.38,1125.35294117647,72.9,519.56,9.42,466.66138433515437,515.0814207650276,498.87126865671723,451.6352611940296,522.2649253731344,0.53,,
NORTE,PA,ALTAMIRA,1500602,0,Grande porte,"109,938","159,533.26",0.6,3067323.17,29183.14,,1418.0,97.0,7%,0.92,0.27,5.9460030649912206,41.397809016469004,,1722.06451612903,73.64,,8.65,459.68803589232317,507.3856430707871,497.2085040983605,454.0301229508188,509.2827868852459,0.53,,
NORTE,PA,XINGUARA,1508407,0,Pequeno porte 2,"43,188","3,779.36",10.7,783920.71,18627.08,85.0,1313.0,86.0,7%,0.91,0.26,6.1741794931503495,35.4375888360761,530.34,,73.02,799.34,8.38,450.9513227513226,503.6801587301591,491.93163538874,459.928686327078,513.6193029490616,0.484,,
NORTE,PA,SANTA MARIA DO PARA,1506609,0,Pequeno porte 2,"24,059",457.72,50.3,283114.54,11971.52,,404.0,112.0,28%,0.87,0.42,4.807540967508911,37.9035958060463,,1081.36363636364,70.85,,8.04,457.4417582417581,520.5164835164832,495.8955555555552,450.4205555555553,513.9666666666667,0.37,,
NORTE,PA,OURILANDIA DO NORTE,1505437,0,Pequeno porte 2,"31,359","14,410.57",1.9,632889.58,21419.76,,751.0,103.0,14%,0.85,0.22,5.86149322648709,43.892999869154394,,2011.4,72.72,,7.72,489.4316582914576,539.1306532663314,521.2502590673574,487.94404145077743,562.7979274611399,0.4320000000000001,,
NORTE,PA,SANTA BARBARA DO PARA,1506351,0,Pequeno porte 2,"20,077",278.15,61.6,104519.8,5578.55,,31.0,61.0,197%,0.77,0.31,6.541909325337019,40.100379473242995,,,72.06,,8.88,434.296644295302,494.2335570469799,479.2661971830986,431.94225352112676,444.64788732394373,0.439,,
NORTE,PA,ITAITUBA,1503606,0,Médio porte,"98,485","62,042.30",1.6,1090705.84,11088.58,,4226.0,202.0,5%,0.84,0.32,5.63408736044986,41.214250868953705,,4278.47826086957,72.97,,8.6,453.5437224669605,504.0523127753305,490.2150224215248,449.02533632287003,509.7982062780269,0.47,,
NORTE,PA,BANNACH,1501253,0,Pequeno porte 1,"3,233","2,956.65",1.2,51272.54,15351.06,85.0,147.0,28.0,19%,0.84,0.37,4.873291845324808,45.3092434349214,1157.17,825.75,72.06,2024.46,7.8,442.22222222222223,486.53333333333336,460.72222222222223,450.31111111111113,484.4444444444445,0.36,,
NORTE,PA,VIGIA,1508209,0,Médio porte,"51,705",539.08,88.8,281252.39,5618.87,,987.0,90.0,9%,0.81,0.38,5.63587559229991,43.8061704488593,,1874.88888888889,71.06,,8.75,446.39362318840574,499.8408695652173,484.6742603550299,439.391420118343,469.7041420118344,0.415,,
NORTE,PA,COLARES,1502608,0,Pequeno porte 1,"11,721",609.79,18.7,60667.57,5229.96,,361.0,62.0,17%,0.72,0.42,5.5140275686155,35.2939198556412,,1940.16666666667,70.8,,9.5,443.8438775510205,490.75000000000017,474.71326530612237,431.0091836734694,473.06122448979585,0.379,,
NORTE,PA,MARAPANIM,1504406,0,Pequeno porte 2,"27,471",795.99,33.4,156119.09,5749.61,,805.0,47.0,6%,0.81,0.47,5.77055582127079,35.9049422706082,,3407.75,70.61,,9.16,444.177868852459,476.1959016393444,464.3655462184876,432.9033613445378,454.9579831932773,0.396,,
NORTE,PA,URUARA,1508159,0,Pequeno porte 2,"44,370","10,791.41",4.2,361234.25,8075.7,,908.0,24.0,3%,0.84,0.33,4.63694638495953,39.336937523378296,,2347.73684210526,72.87,,7.81,449.2406926406928,497.52640692640676,487.35707964601806,448.7185840707962,469.8230088495577,0.348,,
NORTE,PA,SAO DOMINGOS DO ARAGUAIA,1507151,0,Pequeno porte 2,"24,659","1,392.46",16.6,166450.1,6931.95,,717.0,21.0,3%,0.82,0.34,5.1961195685127315,45.43878167223272,,1864.23076923077,69.25,,8.08,447.5618181818182,488.8172727272728,474.9743119266056,436.10917431192667,464.58715596330285,0.36,,
NORTE,PA,CURUA,1502855,0,Pequeno porte 1,"13,783","1,431.13",8.6,78612.24,6002.31,,817.0,49.0,6%,0.74,0.25,5.4313826005268,37.0232959640865,,2222.16666666667,71.8,,8.94,437.99480519480505,489.4051948051947,465.5671052631579,424.45789473684204,451.0526315789474,0.322,,
NORTE,PA,BELTERRA,1501451,0,Pequeno porte 1,"17,145","4,398.42",3.7,267320.55,15904.36,,431.0,37.0,9%,0.71,0.25,5.19271357039669,43.293887084626,,,71.51,,9.05,447.1545454545456,489.71010101010125,487.73789473684195,440.1389473684209,505.26315789473676,0.34600000000000003,,
NORTE,PA,MONTE ALEGRE,1504802,0,Médio porte,"56,391","18,152.56",3.1,549658.77,9789.64,,1667.0,131.0,8%,0.77,0.39,5.419095222776232,35.5679739859651,,5623.1,70.86,,8.8,441.8285714285712,487.086919104992,473.0506108202448,435.4865619546248,492.565445026178,0.348,,
NORTE,PA,CUMARU DO NORTE,1502764,0,Pequeno porte 1,"12,765","17,085.00",0.6,185265.87,15829.28,,345.0,39.0,11%,0.93,0.26,3.88336603678422,39.8191221644626,,,72.71,,6.97,434.48823529411766,466.7588235294117,460.28235294117655,422.4470588235295,458.8235294117647,0.255,,
NORTE,PA,TRAIRAO,1508050,0,Pequeno porte 1,"18,280","11,991.09",1.4,201753.67,11417.86,,359.0,50.0,14%,0.85,0.32,4.60008947204957,42.8516630170066,,4470.0,70.8,,7.28,458.3866666666667,512.8466666666667,471.15777777777777,432.6466666666665,469.33333333333326,0.284,,
NORTE,PA,GARRAFAO DO NORTE,1503077,0,Pequeno porte 2,"25,345","1,599.03",15.7,171235.86,6771.7,,921.0,28.0,3%,0.86,0.44,3.69240618341519,36.5876559083141,,4217.83333333333,70.75,,7.0,458.8219512195121,502.45284552845527,488.71239669421476,447.4975206611573,478.6776859504132,0.198,,
NORTE,PA,BUJARU,1501907,0,Pequeno porte 2,"28,016","1,005.17",25.6,446271.41,16528.57,,771.0,183.0,24%,0.76,0.51,4.75398115053283,30.6414124519719,,5469.8,71.76,,7.65,441.01176470588234,487.01699346405235,473.93947368421027,437.6118421052631,461.9736842105263,0.26,,
NORTE,PA,IGARAPE-MIRI,1503309,0,Médio porte,"60,675","1,996.79",29.1,377978.09,6337.24,,3091.0,22.0,1%,0.81,0.47,4.23640019245936,35.740136209483104,,,71.18,,7.27,445.510246679317,484.9379506641362,472.9072243346008,434.80589353612135,475.96958174904944,0.248,,
NORTE,PA,LIMOEIRO DO AJURU,1504000,0,Pequeno porte 2,"27,760","1,490.19",16.8,392952.53,14804.93,,1007.0,45.0,4%,0.83,0.49,4.4218792994262,24.4552028095153,,3370.125,70.21,,7.79,444.7400900900901,476.1459459459462,464.29908256880685,430.8798165137617,444.22018348623845,0.234,,
NORTE,PA,TRACUATEUA,1508035,0,Pequeno porte 2,"29,793",934.27,29.4,180140.57,6260.32,95.0,385.0,37.0,10%,0.81,0.35,4.24261493245824,34.826323968764804,442.13,2427.08333333333,71.57,1039.74,7.79,444.01355932203387,493.0584745762709,477.2842105263159,429.69912280701766,471.2280701754385,0.21,,
NORTE,PA,GURUPA,1503101,0,Pequeno porte 2,"32,049","8,540.06",3.4,163575.45,5323.51,,1369.0,118.0,9%,0.71,0.52,3.24104445312138,28.7599727920042,,,71.59,,6.23,430.9178571428569,471.40535714285727,457.77500000000015,430.0875,473.9285714285714,0.158,,
NORTE,PA,SAO SEBASTIAO DA BOA VISTA,1507706,0,Pequeno porte 2,"25,540","1,632.25",14,153345.41,6294.19,,773.0,86.0,11%,0.69,0.54,4.98416973247692,29.422949532846108,,,70.62,,7.88,441.3832487309645,484.2710659898476,469.18393782383436,435.1093264248704,490.3626943005181,0.274,,
NORTE,PA,PORTO DE MOZ,1505908,0,Pequeno porte 2,"39,246","17,423.02",2,225602.3,6123.67,,1065.0,61.0,6%,0.78,0.34,3.5168004478648003,49.644464623215,,9417.25,71.2,,6.49,437.04950495049513,473.43861386138633,466.8,418.4554455445546,421.5841584158416,0.14300000000000002,,
NORTE,PA,MUANA,1504901,0,Pequeno porte 2,"38,616","3,763.34",9.1,160914.52,4392.73,,928.0,92.0,10%,0.74,0.53,4.491018375574151,38.3471044196973,,,71.51,,7.8,444.58544303797447,483.85,468.4936305732486,436.6560509554143,454.3949044585987,0.248,,
NORTE,PA,PLACAS,1505650,0,Pequeno porte 2,"29,336","7,173.19",3.3,160616.8,5983.79,,362.0,32.0,9%,0.81,0.31,3.92271787497366,37.456350206165396,,9233.33333333333,71.18,,8.33,459.4526315789474,505.68421052631584,477.1,455.7648148148148,464.8148148148149,0.26,,
NORTE,PA,SENADOR JOSE PORFIRIO,1507805,0,Pequeno porte 1,"11,587","14,419.92",0.9,93665.0,7595.9,,546.0,26.0,5%,0.79,0.39,3.07007804275668,24.5147625392965,,1509.375,70.24,,7.56,450.1595238095237,510.2047619047619,482.92619047619064,429.63333333333327,444.7619047619048,0.16899999999999998,,
NORTE,PA,PRAINHA,1506005,0,Pequeno porte 2,"29,132","14,786.95",2,228073.28,7772.93,,2093.0,144.0,7%,0.72,0.4,4.25270236711371,36.6072338379047,,3658.75,71.76,,7.18,444.4853107344631,474.48531073446327,466.785549132948,432.2317919075143,425.89595375722536,0.191,,
NORTE,PA,BREVES,1501808,0,Médio porte,"99,080","9,563.01",9.7,557496.48,5780.52,,2837.0,134.0,5%,0.72,0.39,3.1746583441896803,38.8269759452957,,,71.65,,6.54,446.7644470868015,505.23127229488716,486.2437275985662,444.9689366786139,499.0203106332138,0.14300000000000002,,
NORTE,PA,BAGRE,1501105,0,Pequeno porte 2,"29,065","4,397.32",5.4,114013.14,4275.6,,331.0,90.0,27%,0.72,0.46,3.4588749690696696,34.5772848891724,,,71.59,,5.57,434.3422222222221,481.6355555555557,466.06742424242407,422.5787878787879,490.0,0.067,,
